"1","4"
"AFG","0.36273574773549361"
"ALB","0.50022876829848295"
"DZA","0.49440423564872177"
"AGO","0.42541924686204208"
"ATG","0.63087400600920729"
"ARG","0.57958430836167596"
"AUS","0.80285663447904421"
"AUT","0.81717947813842795"
"BHS","0.60514822968283299"
"BGD","0.40831844460061628"
"BRB","0.64627136266972196"
"BLR","0.51419142342804824"
"BEL","0.78741061624632003"
"BLZ","0.47816481977411357"
"BEN","0.49693438541162493"
"BOL","0.38333880874477438"
"BIH","0.52023074255414803"
"BWA","0.60042873248392936"
"BRA","0.51509014989989865"
"BGR","0.54699061749842204"
"BFA","0.50855326576087057"
"KHM","0.32555171349977247"
"CMR","0.35938210361450962"
"CAN","0.8073865050226301"
"CHL","0.66963596780262846"
"CHN","0.47872685247099145"
"COL","0.50030806609042189"
"COD","0.3421232951774103"
"CRI","0.68241458883550232"
"CIV","0.46267028072943067"
"HRV","0.61428832274982281"
"CZE","0.73134395460106016"
"DNK","0.89946605164451798"
"DMA","0.58286858264848462"
"DOM","0.47799291638573582"
"ECU","0.48512085943354188"
"EGY","0.35810525343505833"
"SLV","0.49359211107267797"
"EST","0.80712825746343231"
"ETH","0.41128521183795846"
"FIN","0.87427798188280503"
"FRA","0.72722301185649063"
"GMB","0.50340184613699646"
"GEO","0.60215140225993169"
"DEU","0.83631084891401075"
"GHA","0.56590182501102082"
"GRC","0.61018512043784723"
"GRD","0.59136519230032025"
"GTM","0.44879728691312537"
"GIN","0.41909433842205474"
"GUY","0.50340582175725734"
"HND","0.40222967328577103"
"HKG","0.76344430767932314"
"HUN","0.52788249543804033"
"IND","0.50877963119061242"
"IDN","0.52811966646946484"
"IRN","0.42704802761161081"
"ITA","0.65771746878300796"
"JAM","0.56904094397472016"
"JPN","0.77957837835475619"
"JOR","0.5674327327701757"
"KAZ","0.52308459842649624"
"KEN","0.44835287214654107"
"XKX","0.54309221908934791"
"KGZ","0.48422433215894717"
"LBN","0.45468340733920792"
"LBR","0.45312820056608832"
"MDG","0.44017431081809466"
"MWI","0.51849020210260721"
"MYS","0.58261819301008944"
"MLI","0.43903495028193235"
"MRT","0.36167195835966431"
"MUS","0.61457231997916684"
"MEX","0.44113031997683955"
"MDA","0.49584833980159038"
"MNG","0.53348245614694045"
"MAR","0.50000644442509556"
"MOZ","0.41319706835713915"
"MMR","0.41851296082757444"
"NAM","0.62558971507627115"
"NPL","0.52565745220800431"
"NLD","0.83748271535294005"
"NZL","0.82503393145477033"
"NIC","0.39363566233471264"
"NER","0.44784790872239438"
"NGA","0.42836286686675079"
"MKD","0.53279883172925291"
"NOR","0.89440682675798966"
"PAK","0.3882549853217831"
"PAN","0.52173514756682071"
"PER","0.49905174365108163"
"PHL","0.474664557334528"
"POL","0.65692397017883053"
"PRT","0.7043532812129274"
"KOR","0.73239028596295697"
"ROU","0.63256520965372642"
"RUS","0.46529470284492419"
"RWA","0.61715712642489728"
"SEN","0.55119035828701868"
"SRB","0.50284415221940204"
"SLE","0.45025324636320851"
"SGP","0.78888432663206831"
"SVN","0.68510870448565508"
"ZAF","0.58627109479299899"
"ESP","0.72836734904395062"
"LKA","0.51832793415855105"
"KNA","0.63227384211647442"
"LCA","0.61912568002018442"
"VCT","0.63708415436516508"
"SUR","0.50077777447140948"
"SWE","0.86174049424979993"
"TZA","0.47006565196466099"
"THA","0.50719990847872709"
"TGO","0.45027999160169851"
"TTO","0.53679031172547398"
"TUN","0.53654436498097691"
"TUR","0.42925683003286491"
"UGA","0.39719336860410298"
"UKR","0.50645822002842855"
"ARE","0.6455845323466618"
"GBR","0.7887926116118521"
"USA","0.71577231026884414"
"URY","0.70994311529669363"
"UZB","0.47170732255793923"
"VEN","0.2691009506063608"
"VNM","0.491657901647159"
"ZMB","0.45406879798803357"
"ZWE","0.39311874183528556"
